Ticker,Público Alvo,Tipo de Fii,Administrador,Último Rend. (R$),Último Rend. (%),Data Pagamento,Data Base,Rend. Méd. 12m (R$),Rend. Méd. 12m (%),Patrimônio/Cota,Cotação/VP,N° negócios/mês,Partic. IFIX,Número Cotistas,Patrimônio,Cota base
AAGR11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAZQ11,Investidores em Geral,Fiagro:Fiagro,XP INVESTIMENTOS CCTVM S.A.,"0,12","1,32",15/01/2024,28/12/2023,"0,13","1,39","9,65","0,96",115,N/A,23.739,"231.822.163,06","9,10"
ABCP11,Investidores em Geral,Tijolo:Shoppings,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,"0,65","0,93",08/01/2024,28/12/2023,"0,54","0,77","91,88","0,74",3,N/A,17.205,"478.010.469,38","69,81"
AFCR11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AFHI11,Investidores em Geral,Papel:Papéis,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"1,00","1,00",22/01/2024,15/01/2024,"1,06","1,06","96,43","1,02",39,"0,34",27.831,"321.041.569,91","99,70"
AFOF11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGRX11,Investidores em Geral,Fiagro:Fiagro,BANCO GENIAL S.A.,"0,15","1,37",15/01/2024,09/01/2024,"0,16","1,44","10,15","1,07",29,N/A,17.196,"144.301.915,48","10,97"
AIEC11,Investidores em Geral,Tijolo:Lajes Corporativas,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"1,33","2,33",09/01/2024,02/01/2024,"0,76","1,34","95,16","0,67",16,"0,21",16.789,"401.216.234,32","57,07"
AJFI11,Investidores em Geral,Sem categoria:,XP INVESTIMENTOS CCTVM S.A.,"0,07","0,72",22/01/2024,08/01/2024,"0,01","0,06","9,60","1,00",N/A,N/A,6.735,"303.522.331,87","9,66"
ALMI11,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,37",N/A,13/04/2017,31/03/2017,"9,24",N/A,"2.250,09","0,31",87,N/A,2.239,"239.528.331,03",N/A
ALZC11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ALZM11,Investidores em Geral,Papel:Fundo de Fundos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,11","1,22",22/01/2024,15/01/2024,"0,09","0,97","8,52","1,02",4,N/A,5.674,"129.280.035,30","8,89"
ALZR11,Investidores em Geral,Fundo Misto:Misto,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,80","0,67",25/01/2024,18/01/2024,"0,82","0,69","105,39","1,12",36,"0,92",149.502,"1.039.173.322,38","119,20"
AMAZ11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ANCR11B,Investidores em Geral,Tijolo:Shoppings,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,"42,08",N/A,25/05/2023,28/04/2023,"5,26",N/A,"3.442,69","0,79",8,N/A,62,"1.933.854.842,07",N/A
APTO11,Investidores em Geral,Tijolo:Imóveis Residenciais,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,09","0,92",19/01/2024,28/12/2023,"0,10","1,03","10,32","0,95",6,N/A,9.877,"41.467.547,86","9,78"
APXM11,Investidor Profissional,Sem categoria:,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,58","0,58",25/01/2024,18/01/2024,"0,21","0,21","95,86","1,04",262,N/A,377,"168.710.781,90","99,99"
APXR11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APXU11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AQLL11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ARCT11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,39","0,44",20/01/2023,13/01/2023,"1,20","1,35","99,77","0,87",51.208,"0,31",43.228,"371.534.654,03","89,28"
ARFI11B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AROA11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,01","0,42",08/01/2024,28/12/2023,"0,00","0,26","1,06","1,12",3,N/A,205,"181.093.979,93","1,41"
ARRI11,Investidores em Geral,Papel:Papéis,OLIVEIRA TRUST DTVM S.A.,"0,10","1,10",08/01/2024,28/12/2023,"0,10","1,13","8,97","1,01",17,"0,09",27.526,"117.352.872,73","9,08"
ARXD11,Investidor Qualificado,Papel:Papéis,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"1,00","1,03",15/01/2024,28/12/2023,"0,84","0,87","98,84","0,97",192,N/A,561,"65.143.993,05","97,03"
ASMT11,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,77","1,11",23/02/2023,14/02/2023,"0,13","0,19","84,73","0,67",367,N/A,505,"93.675.954,10","69,36"
ASRF11,Investidor Qualificado,Fundo Misto:Indefinido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"256,33",N/A,25/07/2023,18/07/2023,"21,36",N/A,"9.999,66","1,01",1,N/A,56,"23.952.291,08",N/A
ATCR11,Investidores em Geral,Tijolo:Lajes Corporativas,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,"5,60",N/A,09/01/2024,28/12/2023,"0,51",N/A,"82,42",N/A,N/A,N/A,33,"76.717.810,00",N/A
ATSA11,Investidores em Geral,Tijolo:Shoppings,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,05",N/A,14/03/2023,28/02/2023,"0,01",N/A,"81,55","0,74",73,N/A,294,"132.872.243,02",N/A
ATSA11B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATWN11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AURB11,Investidor Qualificado,Tijolo:Imóveis Comerciais - Outros,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,20",N/A,20/12/2023,13/12/2023,"0,44",N/A,"83,44","1,04",N/A,N/A,115,"72.068.378,89",N/A
BARI11,Investidores em Geral,Papel:Papéis,OLIVEIRA TRUST DTVM S.A.,"0,69","0,83",22/01/2024,28/12/2023,"0,78","0,93","96,23","0,87",29,"0,31",36.705,"445.772.913,09","83,50"
BBFI11B,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"7,43","0,61",15/01/2024,28/12/2023,"13,46","1,10","2.147,98","0,54",2,N/A,7.491,"266.472.708,73","1.222,00"
BBFO11,Investidores em Geral,Papel:Fundo de Fundos,BB GESTAO DE RECURSOS DTVM S.A,"0,64","0,88",15/01/2024,28/12/2023,"0,68","0,93","80,76","0,89",10,N/A,6.001,"333.079.626,89","72,91"
BBGO11,Investidores em Geral,Fiagro:Fiagro,BB GESTAO DE RECURSOS DTVM S.A,"1,15","1,30",15/01/2024,28/12/2023,"1,01","1,15","97,61","0,92",10,N/A,11.558,"391.542.502,03","88,29"
BBIM11,Investidores em Geral,Papel:Papéis,BB GESTAO DE RECURSOS DTVM S.A,"0,65",N/A,15/01/2024,28/12/2023,"1,24",N/A,"13,20",N/A,N/A,N/A,20,"12.923.477,03",N/A
BBPO11,Investidor Profissional,Tijolo:Agências de Bancos,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,91","0,93",15/01/2024,28/12/2023,"0,90","0,92","99,05","1,06",20,"1,33",71.716,"1.578.791.878,45","97,84"
BBRC11,Investidores em Geral,Tijolo:Agências de Bancos,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,"1,13","0,97",15/01/2024,28/12/2023,"1,08","0,93","107,25","1,11",2,N/A,9.491,"163.032.955,29","116,60"
BBVJ11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BCFF11,Investidores em Geral,Papel:Fundo de Fundos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,07","0,75",15/01/2024,08/01/2024,"0,07","0,75","9,85","0,92",255,"1,46",315.407,"1.988.049.069,24","9,29"
BCIA11,Investidores em Geral,Papel:Fundo de Fundos,BANCO BRADESCO S.A.,"0,85","0,82",29/01/2024,28/12/2023,"0,81","0,78","107,13","0,95",19,"0,31",20.827,"411.393.419,43","103,96"
BCRI11,Investidores em Geral,Papel:Papéis,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,78","1,04",15/01/2024,28/12/2023,"0,78","1,04","95,95","0,77",25,"0,37",46.771,"605.562.770,40","74,67"
BETW11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BICE11,Investidor Profissional,Papel:Fundo de Fundos,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"6,64","0,68",08/01/2024,28/12/2023,"9,50","0,97","991,06","0,90",3,N/A,111,"90.138.444,99","980,00"
BICR11,Investidores em Geral,Papel:Papéis,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,"22,00",N/A,14/12/2023,30/11/2023,"5,47",N/A,"65,29","1,50",306,N/A,613,"22.215.276,65",N/A
BIME11,Investidores em Geral,Fundo Misto:Indefinido,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,08","1,06",15/01/2024,05/01/2024,"0,08","1,09","8,72","0,84",5,N/A,8.703,"51.228.617,48","7,57"
BIPD11,Investidor Profissional,Fundo Misto:Indefinido,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"10,38",N/A,14/08/2023,04/08/2023,"0,87",N/A,"983,48","1,00",1,N/A,116,"73.531.927,39",N/A
BIPE11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLCA11,Investidores em Geral,Fundo Misto:Indefinido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"12,60","9,70",27/12/2023,19/12/2023,"1,56","1,20","139,19","0,92",260,N/A,324,"206.984.008,58","129,95"
BLCP11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,56","0,63",21/10/2022,14/10/2022,"0,42","0,48","111,76","0,81",112,N/A,279,"256.580.339,90","89,00"
BLMC11,Investidores em Geral,Papel:Papéis,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,64","0,74",22/01/2024,15/01/2024,"0,79","0,92","95,78","0,92",545,N/A,65,"38.266.013,20","85,96"
BLMG11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,44","1,05",15/01/2024,08/01/2024,"0,67","1,59","84,22","0,49",29,"0,12",13.595,"305.495.411,50","41,89"
BLMO11,Investidores em Geral,Tijolo:Lajes Corporativas,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,43",N/A,15/01/2024,28/12/2023,"80,79",N/A,"33.347,26","0,86",13,N/A,86,"103.994.186,22",N/A
BLMR11,Investidores em Geral,Papel:Fundo de Fundos,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"0,05","0,79",16/11/2023,07/11/2023,"0,06","0,83","7,78","0,90",59,"0,14",19.572,"194.622.510,70","6,69"
BLOG11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLUR11,Investidores em Geral,Papel:Papéis,BANCO DAYCOVAL S.A.,"0,68",N/A,17/01/2024,10/01/2024,"0,94",N/A,"89,61","0,96",52,N/A,131,"8.124.404,45",N/A
BMII11,Investidores em Geral,Tijolo:Lajes Corporativas,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,"0,23",N/A,07/08/2019,31/07/2019,"1,66",N/A,"491,53",N/A,N/A,N/A,12,"67.888.647,68",N/A
BMLC11,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,78","0,74",15/01/2024,08/01/2024,"0,98","0,93","111,79","0,95",295,N/A,1.419,"111.732.920,02","105,90"
BMLC11B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNFS11,Investidores em Geral,Tijolo:Agências de Bancos,OLIVEIRA TRUST DTVM S.A.,"1,26","1,03",15/01/2024,28/12/2023,"1,43","1,17","91,89","1,40",3,N/A,5.209,"60.222.284,32","122,42"
BPFF11,Investidores em Geral,Papel:Fundo de Fundos,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,"0,62","0,87",08/01/2024,28/12/2023,"0,62","0,87","76,26","0,94",13,"0,26",17.596,"350.614.208,13","71,30"
BPLC11,Investidor Qualificado,Fundo Misto:Misto,BANCO DAYCOVAL S.A.,"14,42",N/A,08/03/2023,06/03/2023,"3,61",N/A,"9.776,35",N/A,N/A,N/A,114,"322.705.242,75",N/A
BPML11,Investidor Qualificado,Tijolo:Shoppings,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,87","0,91",25/01/2024,18/01/2024,"0,12","0,12","121,16","0,71",3,N/A,1.338,"577.965.617,51","95,98"
BPRP11,Investidor Qualificado,Tijolo:Imóveis Industriais e Logísticos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,90",N/A,15/01/2024,08/01/2024,"0,91",N/A,"110,30","0,84",53,N/A,169,"168.041.522,20",N/A
BRCO11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,OLIVEIRA TRUST DTVM S.A.,"0,99","0,80",15/01/2024,28/12/2023,"0,80","0,65","120,60","1,04",96,"1,47",119.072,"1.775.219.765,77","123,39"
BRCR11,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,41","0,68",15/01/2024,08/01/2024,"0,44","0,72","99,92","0,60",122,"1,25",148.330,"2.625.182.297,63","60,73"
BREV11,Investidores em Geral,Tijolo:Lajes Corporativas,BR-CAPITAL DTVM S.A.,"0,58","0,55",15/09/2023,06/09/2023,"0,84","0,80","117,72","0,89",595,N/A,320,"113.864.559,59","105,00"
BRHT11B,Investidor Qualificado e Profissional,Tijolo:Hotéis,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,"2,71",N/A,30/11/2023,30/11/2023,"1,36",N/A,"71,31","1,23",N/A,N/A,11,"129.488.671,45",N/A
BRIM11,Investidores em Geral,Fundo Misto:Fundo de Desenvolvimento,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"20,14",N/A,15/01/2024,28/12/2023,"21,17",N/A,"1.070,17","0,99",13,N/A,227,"132.133.809,15",N/A
BRIP11,Investidores em Geral,Fundo Misto:Fundo de Desenvolvimento,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,"13,93",N/A,15/01/2024,08/01/2024,"14,91",N/A,"1.134,48","0,89",1,N/A,254,"240.935.335,86",N/A
BRIX11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRLA11,Investidor Qualificado,Tijolo:Imóveis Industriais e Logísticos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"1,12",N/A,19/01/2024,12/01/2024,"1,11",N/A,"158,26","0,91",5,N/A,276,"558.507.177,89",N/A
BROF11,Investidores em Geral,Tijolo:Lajes Corporativas,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,57","1,00",24/01/2024,17/01/2024,"0,43","0,76","106,54","0,53",54,"0,52",8.024,"1.239.739.528,32","57,14"
BRSE11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BTAG11,N/A,Fiagro:Fiagro,N/A,"1,20","1,23",15/01/2024,08/01/2024,"1,29","1,33",N/A,N/A,N/A,N/A,0,N/A,"97,20"
BTAL11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,65","0,85",25/01/2024,18/01/2024,"0,74","0,97","104,54","0,73",53,"0,36",45.828,"625.413.908,80","76,21"
BTCI11,Investidores em Geral,Papel:,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,09","0,94",15/01/2024,08/01/2024,"0,10","1,02","10,22","0,96",241,"0,79",148.117,"1.034.376.297,85","9,99"
BTCR11,Investidores em Geral,Papel:Papéis,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,90","0,98",16/11/2022,08/11/2022,"1,00","1,08","94,66","0,92",24,"0,59",16.934,"458.252.683,73","91,96"
BTHI11,Investidores em Geral,Sem categoria:,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,43","0,95",15/01/2024,04/01/2024,"11,50","25,56","42,97","0,72",555,N/A,787,"579.134.800,00","45,00"
BTLG11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,81","0,78",25/01/2024,15/01/2024,"0,76","0,73","98,17","1,05",170,"2,34",266.471,"2.797.081.387,01","103,50"
BTRA11,Investidores em Geral,Fundo Misto:Indefinido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,30","0,52",31/01/2024,24/01/2024,"0,67","1,15","123,52","0,45",17,"0,14",21.022,"415.605.865,42","57,89"
BTSG11,Investidores em Geral,Tijolo:Imóveis Industriais e Logísticos,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,"0,90",N/A,15/01/2024,28/12/2023,"0,89",N/A,"137,73","0,96",39,N/A,94,"112.561.858,43",N/A
BTSI11,Investidores em Geral,Fundo Misto:Indefinido,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,"0,74",N/A,31/01/2024,24/01/2024,"0,73",N/A,"114,50","0,85",3,N/A,114,"278.218.996,22",N/A
BTWR11,Investidores em Geral,Fundo Misto:Fundo de Desenvolvimento,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,"0,84",N/A,15/01/2024,28/12/2023,"0,55",N/A,"111,80","0,98",3,N/A,72,"90.354.803,21",N/A
BVAR11,Investidores em Geral,Tijolo:Varejo,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,"19,00",N/A,26/12/2023,15/12/2023,"16,73",N/A,"946,11","1,40",1,N/A,67,"625.412.820,40",N/A
BZEL11,Investidores em Geral,Fundo Misto:Misto,BANCO OURINVEST S.A.,"5,09",N/A,26/05/2023,25/05/2023,"0,43",N/A,"117,42",N/A,N/A,N/A,3,"507.236.753,73",N/A
BZLI11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CACR11,Investidores em Geral,Papel:Papéis,BANCO DAYCOVAL S.A.,"1,48","1,44",09/01/2024,28/12/2023,"1,46","1,41","100,82","1,03",65,"0,32",19.552,"386.150.009,96","103,00"
CARE11,Investidores em Geral,Fundo Misto:Indefinido,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"0,01","0,23",15/09/2021,06/09/2021,"0,00","0,11","8,17","0,21",6,"0,06",11.725,"296.188.994,04","3,70"
CBOP11,Investidores em Geral,Tijolo:Lajes Corporativas,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,"0,12","0,38",15/01/2024,28/12/2023,"0,12","0,38","73,79","0,43",397,N/A,3.122,"101.347.200,88","31,97"
CCLB11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CCME11,Investidores em Geral,Fundo Misto:Indefinido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"0,90","0,83",16/01/2024,09/01/2024,"0,90","0,84","103,07","1,00",45,N/A,158,"590.198.727,47","107,99"
CCRF11,Investidores em Geral,Papel:Papéis,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,"3,50",N/A,08/01/2024,28/12/2023,"0,96",N/A,"91,00","0,99",41,N/A,317,"146.548.498,31",N/A
CENU11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
